Id,Value
1,-0.042862505
6,0.46721035
9,0.45468643
12,0.47049615
13,30.284022999999998
15,-0.0069999974
26,1.5928153
29,-0.0063336845
37,-0.011812035
40,0.03930866
49,40.66476
50,0.09251306
51,0.4970607
54,-0.01853155
73,-0.007240908000000001
75,-0.022628555
76,-0.6649189999999999
82,47.68704
84,-0.01912502
85,0.05263775
87,0.51619667
90,0.013355384
97,0.2176286
98,0.5043269
102,0.47077033
110,-0.18528385
113,-0.03038229
115,0.011728236000000001
118,0.0059801918
120,0.51056963
128,-0.025508806000000002
129,0.14824769
134,39.866917
137,0.02407257
141,0.51615185
146,0.4926571
157,0.49119076
163,0.49351206
165,-0.22675662
173,-0.028851137000000002
178,-0.13190997
182,0.03949646
184,0.53322434
185,0.01757538
186,-0.14259891
189,-0.019334216
198,0.04338194
209,-0.01801227
210,-0.008028865
211,-0.12280534
224,-0.027638169
227,33.47432
230,-0.1837807
233,0.4981031
235,0.08230189
236,-0.28227794
246,0.4985527
249,0.49605638
250,0.012654898999999999
260,0.016055483
262,-0.04803989
263,0.044955815999999996
282,0.012991401999999999
292,46.53437
295,0.004420954699999999
296,0.48280390000000006
297,0.44036590000000003
305,0.52100676
308,0.4768499
310,0.45767134
319,0.48452390000000006
322,0.014247322
324,0.47019609999999995
327,-0.053104833
330,-0.002766613
332,-0.0119645465
337,38.733326
338,0.49759004
340,-0.022244655
344,0.050714105
346,0.48629785
348,-0.2102181
352,0.49964774
360,0.46386809999999995
365,0.47208065
367,-0.03817506
368,0.4988374
371,-0.036071874
378,-0.011579113
380,-0.009228228
387,34.6401
395,0.49420565
397,0.45230746
399,0.4952701
403,-0.02874085
404,0.14001507
407,-0.018544724
424,-0.25061736
429,0.5590786999999999
430,-0.01946504
431,0.4642488
435,0.48130740000000005
438,-0.012080614
439,34.274925
441,-0.010156481
447,0.008347041
451,-0.019269565
452,-0.023202918
458,-0.18250027
462,0.48420918
473,-0.038419094
474,0.4778242999999999
478,0.5386484
483,0.5004239
490,-0.030479426
493,-0.018189667
502,0.49586478
507,0.023141079
510,36.84898
511,-0.013575141
518,-0.026656193999999998
522,0.48299593
527,0.543113
530,0.05035217
550,-0.1403564
555,0.5101601
556,-0.01271634
559,0.47463
568,0.45554453
570,-0.06772446
575,0.48097929999999994
581,-0.00719228
586,-0.020280045
592,-0.23892608
593,-0.1888662
595,-0.18233392
599,-0.036716543
601,0.48040003
602,0.0055454588
607,0.60250473
608,0.47045070000000005
609,-0.0013799593
620,0.51719964
621,0.46609604
626,34.996544
627,-0.04076554
628,-0.010557226999999999
631,-0.040682625
645,0.48380850000000003
646,36.85217
648,0.48964009999999997
651,0.0042822584999999995
656,0.5016105
667,0.48829678
673,-0.03416931
676,0.013613423000000001
684,0.45351273
690,38.175315999999995
691,-0.03766545
692,0.47387832
693,-0.026830362000000003
704,-0.030499205
710,0.036308467000000004
717,0.00949193
719,0.47717094
721,-0.009544831
722,-0.021322942999999997
724,0.50106096
726,-0.012702477
731,-0.0042057913
732,0.47850907
733,0.29394484
734,-0.014732078000000001
743,0.51462054
747,0.46063185
756,0.48607364
757,0.5072409000000001
758,0.47922257
764,0.001427127
767,0.49862686
768,-0.009380629
772,-0.22453323
776,0.48468322
779,0.50243866
786,-0.054058342999999995
787,40.390984
791,-0.37546033
795,0.45696977
804,-0.017656209
812,0.46127704
821,0.50064737
845,-0.03764017
846,0.5171956
849,40.66663
850,0.46935734
856,-0.033671305
857,0.0223022
858,-0.007738974
859,0.4557718
869,-0.042955085999999996
870,0.49430904
871,0.080224305
872,0.5262183000000001
881,30.902765000000002
883,0.49262574
885,40.94202
886,-0.010249036
887,40.180896999999995
888,0.50220656
889,0.44834350000000006
890,0.44613516
892,45.699482
893,0.51681805
900,0.5058695
904,0.49385223
905,-0.038740977999999995
911,0.49567622
913,-0.035840154
918,0.00658476
921,-0.036215656
922,0.47354126
933,0.054098405
934,-0.31052542
938,37.161229999999996
940,0.47502127
941,-0.04030633
947,-0.033484444
951,-0.016126468999999997
959,0.0017839632999999998
960,0.55551094
964,0.51677275
978,-0.021875495
979,-0.01992559
983,0.44348156
986,32.909040000000005
988,0.013515726
991,-0.037724555
997,-0.039354354
1011,-0.063634805
1012,-0.012249675
1013,0.44010034
1019,-0.02864842
1020,0.5162613
1027,62.005480000000006
1036,-0.25081688
1041,0.0035411064
1049,32.041027
1053,-0.026517056
1055,41.671627
1065,-0.12924641
1068,53.865173
1070,0.43858853
1081,0.053039405
1082,-0.32250029999999996
1101,32.683254
1106,-0.020800764
1107,0.50037706
1110,0.04961899
1111,0.5044079
1115,0.46994382
1122,0.47502935
1127,-0.24288532
1133,-0.017996266
1138,0.47405547
1145,0.45892584
1152,-0.048857033
1154,-0.201828
1163,-0.35444787
1165,0.014418071000000001
1166,-0.047570884
1167,-0.023597708
1175,0.5831863
1179,0.47857857
1180,0.47721148
1183,-0.03551133
1184,-0.02930351
1187,0.06569294
1200,0.4718718
1205,0.4822593
1210,-0.01215636
1213,34.58441
1218,0.48831224
1222,-0.014453173
1225,-0.018618684
1226,0.4724866
1232,0.43442103
1233,0.49296483
1235,-0.07760967
1245,0.0038620979
1246,-0.0365668
1252,0.50028324
1255,0.5065565
1261,-0.0148349665
1264,0.017993692
1274,0.4763727
1276,42.711926
1290,0.5043014
1306,1.2701403999999998
1308,0.0074421465
1315,0.04044711
1319,-0.26542953
1320,0.45381492
1327,0.5203548
1336,1.4860703000000002
1338,0.46423575
1343,0.48184967
1344,0.46327242
1351,34.741943
1357,0.50995207
1358,34.465740000000004
1359,0.51876056
1368,0.48685249999999997
1373,-0.023087086
1378,0.051851355
1380,0.4936276
1383,0.51588094
1390,-0.035541825
1391,-0.042232707
1394,0.49249712
1395,-0.01227123
1397,0.52320606
1410,0.058715682000000005
1416,35.69445
1422,0.48996237
1429,0.020473568
1431,-0.034980573
1433,0.49672440000000007
1435,0.5363073
1442,-0.013630386000000001
1444,0.48425153
1445,-0.025824824
1451,-0.042347475999999995
1458,0.02200397
1460,0.4589028
1464,0.49363359999999995
1465,0.46449322
1469,0.5029747999999999
1470,0.53011346
1473,51.827106
1476,39.788483
1480,-0.02159464
1489,0.49404946
1498,-0.9091998
1501,0.4961429
1506,0.47483823
1507,0.024929387
1509,0.056664824
1511,0.5284941999999999
1514,0.52809405
1515,0.5263906
1517,30.577666999999998
1518,-0.43862799999999996
1519,-0.039274197000000004
1524,-0.014200421000000001
1527,0.11254808
1529,-0.34884894
1538,-0.0430409
1539,-0.029026154
1540,0.50259995
1546,0.50011426
1556,0.018196363
1562,0.04856264
1563,0.49358574
1568,0.49805295
1569,-0.018731926
1572,-0.5136857
